nces_school_id,state_school_id,nces_district_id,state_district_id,low_grade,high_grade,school_name,district,county_name,street_address,city,state,zip,zip_4-digit,phone,locale_code,locale,charter,students,teachers,student_teacher_ratio,free_lunch,reduced_lunch,directly_certified,type,status
483600004064,TX-043912-043912001,4836000,TX-043912,9,12,PROSPER H S,PROSPER ISD,Collin County,301 EAGLE DR,PROSPER,TX,75078,490.0,(469)219-2180,21,Suburban Large,No,3449.0,208.47,16.54,,,,Regular,Open
483600013796,TX-043912-043912005,4836000,TX-043912,9,12,ROCK HILL H S,PROSPER ISD,Collin County,16061 COIT RD,FRISCO,TX,75035,,(469)219-2300,21,Suburban Large,No,2373.0,172.98,13.72,,,,Regular,Open
483600013870,TX-043912-043912006,4836000,TX-043912,9,12,WALNUT GROVE H S,PROSPER ISD,Collin County,3500 E FIRST ST,PROSPER,TX,75078,100.0,(469)219-2000,41,Rural Fringe,No,1716.0,138.78,12.36,,,,Regular,Open
484489005111,TX-044902-044902001,4844890,TX-044902,9,12,WELLINGTON H S,WELLINGTON ISD,Collingsworth County,811 15TH ST,WELLINGTON,TX,79095,3698.0,(806)447-3172,43,Rural Remote,No,164.0,19.44,8.44,77.0,9.0,-,Regular,Open
484653011511,TX-043914-043914003,4846530,TX-043914,9,12,WYLIE EAST H S,WYLIE ISD,Collin County,3000 WYLIE E DR,WYLIE,TX,75098,,(972)429-3150,21,Suburban Large,No,2640.0,151.89,17.38,604.0,119.0,-,Regular,Open
484653005295,TX-043914-043914001,4846530,TX-043914,9,12,WYLIE H S,WYLIE ISD,Collin County,P O BOX 490,WYLIE,TX,75098,490.0,(972)429-3100,21,Suburban Large,No,3095.0,174.06,17.78,642.0,129.0,-,Regular,Open
483702004124,TX-057916-057916005,4837020,TX-057916,9,12,BERKNER H S,RICHARDSON ISD,Dallas County,1600 E SPRING VLY RD,RICHARDSON,TX,75081,5399.0,(469)593-7000,12,City Midsize,No,2312.0,180.07,12.84,1265.0,144.0,-,Regular,Open
481623001242,TX-057905-057905034,4816230,TX-057905,9,12,BOOKER T WASHINGTON SPVA MAGNET,DALLAS ISD,Dallas County,2501 FLORA ST,DALLAS,TX,75201,,(972)925-1200,11,City Large,No,963.0,56.0,17.2,310.0,16.0,-,Regular,Open
481623001205,TX-057905-057905001,4816230,TX-057905,9,12,BRYAN ADAMS H S LEADERSHIP ACADEMY,DALLAS ISD,Dallas County,2101 MILLMAR DR,DALLAS,TX,75228,3399.0,(972)502-4900,11,City Large,No,2253.0,143.77,15.67,1993.0,57.0,-,Regular,Open
481323012181,TX-057904-057904003,4813230,TX-057904,9,12,CEDAR HILL COLLEGIATE H S,CEDAR HILL ISD,Dallas County,1515 W BELTLINE RD,CEDAR HILL,TX,75104,,(469)272-2021,41,Rural Fringe,No,291.0,14.56,19.99,91.0,32.0,-,Regular,Open
481323000823,TX-057904-057904001,4813230,TX-057904,9,12,CEDAR HILL H S,CEDAR HILL ISD,Dallas County,1 LONGHORN BLVD,CEDAR HILL,TX,75104,,(469)272-2000,21,Suburban Large,No,2075.0,141.27,14.69,1100.0,206.0,-,Regular,Open
481623013553,TX-057905-057905383,4816230,TX-057905,9,12,CITYLAB H S,DALLAS ISD,Dallas County,912 S ERVAY ST,DALLAS,TX,75201,,(972)749-2702,11,City Large,No,191.0,16.58,11.52,139.0,8.0,-,Regular,Open
481521001028,TX-057922-057922001,4815210,TX-057922,9,12,COPPELL H S,COPPELL ISD,Dallas County,185 W PKWY BLVD,COPPELL,TX,75019,2229.0,(214)496-6100,21,Suburban Large,No,4013.0,268.27,14.96,,,,Regular,Open
481623001229,TX-057905-057905023,4816230,TX-057905,9,12,DAVID W CARTER H S,DALLAS ISD,Dallas County,1819 W WHEATLAND RD,DALLAS,TX,75232,,(214)932-5700,11,City Large,No,1054.0,73.22,14.39,849.0,19.0,-,Regular,Open
481686001459,TX-057906-057906001,4816860,TX-057906,9,12,DESOTO H S,DESOTO ISD,Dallas County,600 EAGLE DR,DESOTO,TX,75115,6006.0,(972)230-0726,21,Suburban Large,No,2045.0,125.97,16.23,1280.0,51.0,-,Regular,Open
481623001331,TX-057905-057905012,4816230,TX-057905,9,12,DR L G PINKSTON SR H S,DALLAS ISD,Dallas County,2815 BICKERS ST BOX 193,DALLAS,TX,75212,2499.0,(972)502-2700,11,City Large,No,1224.0,74.73,16.38,1086.0,43.0,-,Regular,Open
481623006532,TX-057905-057905090,4816230,TX-057905,9,12,DR WRIGHT L LASSITER JR EARLY COLLEGE H S,DALLAS ISD,Dallas County,701 ELM ST 1ST FLOOR,DALLAS,TX,75202,,(214)860-2356,11,City Large,No,287.0,14.0,20.5,224.0,13.0,-,Regular,Open
481764001524,TX-057907-057907001,4817640,TX-057907,9,12,DUNCANVILLE H S,DUNCANVILLE ISD,Dallas County,900 W CAMP WISDOM,DUNCANVILLE,TX,75116,3099.0,(972)708-3700,21,Suburban Large,No,4607.0,239.51,19.24,2860.0,413.0,-,Regular,Open
481305011190,TX-057903-057903010,4813050,TX-057903,9,12,EARLY COLLEGE H S,CARROLLTON-FARMERS BRANCH ISD,Dallas County,3939 VLY VIEW LN BLDG G,DALLAS,TX,75244,,(972)968-6200,21,Suburban Large,No,356.0,16.53,21.54,195.0,55.0,-,Regular,Open
481623010560,TX-057905-057905028,4816230,TX-057905,9,12,EMMETT J CONRAD H S,DALLAS ISD,Dallas County,7502 FAIR OAKS AVE,DALLAS,TX,75231,,(972)502-2300,11,City Large,No,1275.0,90.71,14.06,1207.0,23.0,-,Regular,Open
481623001343,TX-057905-057905013,4816230,TX-057905,9,12,FRANKLIN D ROOSEVELT H S OF INNOVATION,DALLAS ISD,Dallas County,525 BONNIE VIEW RD,DALLAS,TX,75203,3599.0,(972)925-6800,11,City Large,No,677.0,56.97,11.88,651.0,12.0,-,Regular,Open
482034002024,TX-057909-057909002,4820340,TX-057909,9,12,GARLAND H S,GARLAND ISD,Dallas County,310 S GARLAND AVE,GARLAND,TX,75040,6191.0,(972)494-8492,21,Suburban Large,No,2481.0,151.33,16.39,1539.0,112.0,-,Regular,Open
482142002152,TX-057910-057910002,4821420,TX-057910,9,12,GRAND PRAIRIE H S,GRAND PRAIRIE ISD,Dallas County,101 GOPHER BLVD,GRAND PRAIRIE,TX,75050,3740.0,(972)809-5711,21,Suburban Large,No,2914.0,182.69,15.95,2030.0,315.0,-,Regular,Open
481623001360,TX-057905-057905017,4816230,TX-057905,9,12,H GRADY SPRUCE H S,DALLAS ISD,Dallas County,9733 OLD SEAGOVILLE RD,DALLAS,TX,75217,7798.0,(972)892-5500,11,City Large,No,1460.0,101.66,14.36,1372.0,34.0,-,Regular,Open
482325002357,TX-057911-057911001,4823250,TX-057911,9,12,HIGHLAND PARK H S,HIGHLAND PARK ISD,Dallas County,4220 EMERSON AVE,DALLAS,TX,75205,1099.0,(214)780-3700,21,Suburban Large,No,2177.0,144.24,15.09,,,,Regular,Open
481623001277,TX-057905-057905006,4816230,TX-057905,9,12,HILLCREST H S,DALLAS ISD,Dallas County,9924 HILLCREST RD,DALLAS,TX,75230,5309.0,(972)502-6800,11,City Large,No,1595.0,105.83,15.07,1237.0,24.0,-,Regular,Open
483039008764,TX-057914-057914005,4830390,TX-057914,9,12,HORN H S,MESQUITE ISD,Dallas County,3300 E CARTWRIGHT RD,MESQUITE,TX,75181,,(972)882-5200,41,Rural Fringe,No,2874.0,185.41,15.5,2128.0,90.0,-,Regular,Open
480144012917,TX-057848-057848003,4801440,TX-057848,9,12,ILTEXAS GARLAND H S,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),Dallas County,4413 N SHILOH RD,GARLAND,TX,75044,,(972)414-3414,21,Suburban Large,Yes,600.0,48.1,12.47,352.0,69.0,-,Regular,Open
480144013759,TX-057848-057848032,4801440,TX-057848,9,12,ILTEXAS LANCASTER DESOTO H S,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),Dallas County,901 N POLK ST STE 101,DESOTO,TX,75115,,(469)786-2850,21,Suburban Large,Yes,167.0,22.46,7.44,113.0,4.0,-,Regular,Open
481623013331,TX-057905-057905382,4816230,TX-057905,9,12,INNOVATION DESIGN ENTREPRENEURSHIP ACADEMY,DALLAS ISD,Dallas County,4800 ROSS AVE,DALLAS,TX,75204,,(972)794-6800,11,City Large,No,181.0,12.77,14.17,145.0,5.0,-,Regular,Open
482442002726,TX-057912-057912002,4824420,TX-057912,9,12,IRVING H S,IRVING ISD,Dallas County,900 N O CONNOR RD,IRVING,TX,75061,4595.0,(972)600-6300,11,City Large,No,2535.0,155.37,16.32,1964.0,103.0,-,Regular,Open
482442008525,TX-057912-057912006,4824420,TX-057912,9,12,JACK E SINGLEY ACADEMY,IRVING ISD,Dallas County,4601 N MACARTHUR BLVD,IRVING,TX,75038,,(972)600-5300,11,City Large,No,1611.0,105.37,15.29,1147.0,93.0,-,Regular,Open
481623001311,TX-057905-057905032,4816230,TX-057905,9,12,JAMES MADISON H S,DALLAS ISD,Dallas County,3000 MARTIN LUTHER KING JR BLV,DALLAS,TX,75215,2499.0,(972)925-2800,11,City Large,No,388.0,37.69,10.29,364.0,7.0,-,Regular,Open
482142012129,TX-057910-057910010,4821420,TX-057910,9,12,JOHN A DUBISKI CAREER H S,GRAND PRAIRIE ISD,Dallas County,2990 S HWY 161,GRAND PRAIRIE,TX,75052,,(972)343-7800,21,Suburban Large,No,1573.0,83.77,18.78,828.0,244.0,-,Regular,Open
481623005444,TX-057905-057905038,4816230,TX-057905,9,12,JUDGE BAREFOOT SANDERS LAW MAGNET,DALLAS ISD,Dallas County,1201 E EIGHTH ST,DALLAS,TX,75203,2545.0,(972)925-5920,11,City Large,No,480.0,24.0,20.0,382.0,17.0,-,Regular,Open
481623001295,TX-057905-057905008,4816230,TX-057905,9,12,JUSTIN F KIMBALL H S,DALLAS ISD,Dallas County,3606 S WESTMORELAND RD,DALLAS,TX,75233,3016.0,(972)502-2100,11,City Large,No,1255.0,83.79,14.98,1041.0,25.0,-,Regular,Open
481623012028,TX-057905-057905085,4816230,TX-057905,9,12,KATHLYN JOY GILLIAM COLLEGIATE ACADEMY,DALLAS ISD,Dallas County,1700 E CAMP WISDOM,DALLAS,TX,75241,,(214)932-7300,11,City Large,No,337.0,18.84,17.89,234.0,11.0,-,Regular,Open
480026413754,TX-227820-227820030,4800264,TX-227820,9,12,KIPP OAK CLIFF ACADEMY,KIPP TEXAS PUBLIC SCHOOLS,Dallas County,3837 SIMPSON STUART RD,DALLAS,TX,75241,,(972)323-4240,11,City Large,Yes,319.0,26.0,12.27,284.0,4.0,-,Regular,Open
483702004138,TX-057916-057916002,4837020,TX-057916,9,12,LAKE HIGHLANDS H S,RICHARDSON ISD,Dallas County,9449 CHURCH RD,DALLAS,TX,75238,4107.0,(469)593-1000,11,City Large,No,2925.0,209.32,13.97,1451.0,116.0,-,Regular,Open
482034002033,TX-057909-057909005,4820340,TX-057909,9,12,LAKEVIEW CENTENNIAL H S,GARLAND ISD,Dallas County,3505 HAYMAN DR,GARLAND,TX,75043,1999.0,(972)240-3740,21,Suburban Large,No,2142.0,144.05,14.87,1423.0,111.0,-,Regular,Open
482667003003,TX-057913-057913001,4826670,TX-057913,9,12,LANCASTER H S,LANCASTER ISD,Dallas County,200 E WINTERGREEN RD,LANCASTER,TX,75134,1499.0,(972)218-1800,21,Suburban Large,No,2313.0,123.44,18.74,2083.0,178.0,-,Regular,Open
481623001304,TX-057905-057905009,4816230,TX-057905,9,12,LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCH,DALLAS ISD,Dallas County,2826 ELSIE FAYE HEGGINS ST,DALLAS,TX,75215,4797.0,(972)925-7600,11,City Large,No,661.0,48.01,13.77,622.0,12.0,-,Regular,Open
482442002733,TX-057912-057912003,4824420,TX-057912,9,12,MACARTHUR H S,IRVING ISD,Dallas County,3700 N MAC ARTHUR BLVD,IRVING,TX,75062,3699.0,(972)600-7200,11,City Large,No,2596.0,154.25,16.83,1871.0,102.0,-,Regular,Open
481623001225,TX-057905-057905033,4816230,TX-057905,9,12,MARVIN E ROBINSON SCHOOL OF BUSINESS AND MGMT,DALLAS ISD,Dallas County,1201 E EIGHTH ST,DALLAS,TX,75203,2545.0,(972)925-5920,11,City Large,No,469.0,27.5,17.05,372.0,20.0,-,Regular,Open
483039003411,TX-057914-057914001,4830390,TX-057914,9,12,MESQUITE H S,MESQUITE ISD,Dallas County,300 E DAVIS ST,MESQUITE,TX,75149,4699.0,(972)882-7800,21,Suburban Large,No,2405.0,176.84,13.6,1946.0,121.0,-,Regular,Open
481623007565,TX-057905-057905005,4816230,TX-057905,9,12,MOISES E MOLINA H S,DALLAS ISD,Dallas County,2355 DUNCANVILLE RD,DALLAS,TX,75211,6532.0,(972)502-1000,11,City Large,No,2017.0,137.45,14.67,1780.0,52.0,-,Regular,Open
482034002036,TX-057909-057909004,4820340,TX-057909,9,12,N GARLAND H S,GARLAND ISD,Dallas County,2109 W BUCKINGHAM RD,GARLAND,TX,75042,5099.0,(972)675-3120,21,Suburban Large,No,2785.0,165.69,16.81,1646.0,120.0,-,Regular,Open
482034006552,TX-057909-057909008,4820340,TX-057909,9,12,NAAMAN FOREST H S,GARLAND ISD,Dallas County,4843 NAAMAN FOREST BLVD,GARLAND,TX,75040,2732.0,(972)675-3091,21,Suburban Large,No,2079.0,126.73,16.4,1234.0,79.0,-,Regular,Open
481623001204,TX-057905-057905003,4816230,TX-057905,9,12,NEW TECH H S AT B F DARRELL H S,DALLAS ISD,Dallas County,4730 LANCASTER RD,DALLAS,TX,75216,,(214)932-7600,11,City Large,No,428.0,25.14,17.02,361.0,11.0,-,Regular,Open
481521011781,TX-057922-057922003,4815210,TX-057922,9,12,NEW TECH H S AT COPPELL,COPPELL ISD,Dallas County,113 SAMUEL BLVD,COPPELL,TX,75019,,(214)496-5900,21,Suburban Large,No,361.0,27.67,13.05,,,,Regular,Open
482442002734,TX-057912-057912004,4824420,TX-057912,9,12,NIMITZ H S,IRVING ISD,Dallas County,100 W OAKDALE,IRVING,TX,75060,6899.0,(972)600-5700,11,City Large,No,2379.0,160.03,14.87,1759.0,89.0,-,Regular,Open
481623001324,TX-057905-057905024,4816230,TX-057905,9,12,NORTH DALLAS H S,DALLAS ISD,Dallas County,3120 N HASKELL AVE,DALLAS,TX,75204,1510.0,(972)925-1500,11,City Large,No,1276.0,83.41,15.3,1092.0,36.0,-,Regular,Open
481623013924,TX-057905-057905387,4816230,TX-057905,9,12,NORTH LAKE EARLY COLLEGE H S,DALLAS ISD,Dallas County,5001 N MACARTHUR BLVD BOX 165,IRVING,TX,75038,,(214)891-1312,11,City Large,No,283.0,16.0,17.69,239.0,7.0,-,Regular,Open
483039003413,TX-057914-057914002,4830390,TX-057914,9,12,NORTH MESQUITE H S,MESQUITE ISD,Dallas County,18201 LBJ FWY,MESQUITE,TX,75150,4191.0,(972)882-7900,21,Suburban Large,No,2100.0,151.04,13.9,1696.0,127.0,-,Regular,Open
483702004148,TX-057916-057916004,4837020,TX-057916,9,12,PEARCE H S,RICHARDSON ISD,Dallas County,1600 N COIT RD,RICHARDSON,TX,75080,2805.0,(469)593-5000,12,City Midsize,No,2453.0,161.23,15.21,825.0,79.0,-,Regular,Open
483039006301,TX-057914-057914004,4830390,TX-057914,9,12,POTEET H S,MESQUITE ISD,Dallas County,3300 POTEET DR,MESQUITE,TX,75150,4760.0,(972)882-5300,21,Suburban Large,No,1527.0,109.68,13.92,1033.0,60.0,-,Regular,Open
481305009190,TX-057903-057903007,4813050,TX-057903,9,12,RANCHVIEW H S,CARROLLTON-FARMERS BRANCH ISD,Dallas County,8401 VLY RANCH PKWY E,IRVING,TX,75063,,(972)968-5000,11,City Large,No,908.0,75.47,12.03,416.0,68.0,-,Regular,Open
483702004151,TX-057916-057916003,4837020,TX-057916,9,12,RICHARDSON H S,RICHARDSON ISD,Dallas County,1250 W BELT LINE RD,RICHARDSON,TX,75080,5898.0,(469)593-3000,12,City Midsize,No,2754.0,205.05,13.43,1212.0,141.0,-,Regular,Open
481623005441,TX-057905-057905037,4816230,TX-057905,9,12,ROSIE SORRELLS EDUCATION AND SOCIAL SERVICES H S,DALLAS ISD,Dallas County,1201 E EIGHTH ST,DALLAS,TX,75203,2545.0,(972)925-5940,11,City Large,No,171.0,17.1,10.0,127.0,4.0,-,Regular,Open
482034007256,TX-057909-057909009,4820340,TX-057909,9,12,ROWLETT H S,GARLAND ISD,Dallas County,4700 KIRBY RD,ROWLETT,TX,75088,5191.0,(972)463-1712,21,Suburban Large,No,2286.0,142.8,16.01,1274.0,65.0,-,Regular,Open
482034002042,TX-057909-057909003,4820340,TX-057909,9,12,S GARLAND H S,GARLAND ISD,Dallas County,600 COLONEL DR,GARLAND,TX,75043,2351.0,(972)926-2700,21,Suburban Large,No,1979.0,134.36,14.73,1569.0,75.0,-,Regular,Open
482034009198,TX-057909-057909010,4820340,TX-057909,9,12,SACHSE H S,GARLAND ISD,Dallas County,3901 MILES RD,SACHSE,TX,75048,4621.0,(972)414-7450,21,Suburban Large,No,2908.0,165.84,17.53,1100.0,196.0,-,Regular,Open
481623005865,TX-057905-057905039,4816230,TX-057905,9,12,SCHOOL FOR THE TALENTED AND GIFTED,DALLAS ISD,Dallas County,1201 E EIGHTH ST,DALLAS,TX,75203,2545.0,(972)925-5970,11,City Large,No,546.0,32.5,16.8,216.0,8.0,-,Regular,Open
481623001273,TX-057905-057905036,4816230,TX-057905,9,12,SCHOOL OF HEALTH PROFESSIONS,DALLAS ISD,Dallas County,1201 E EIGHTH ST,DALLAS,TX,75203,2545.0,(972)925-5930,11,City Large,No,491.0,26.0,18.88,371.0,21.0,-,Regular,Open
481623003641,TX-057905-057905026,4816230,TX-057905,9,12,SCHOOL OF SCIENCE AND ENGINEERING,DALLAS ISD,Dallas County,1201 E EIGHTH ST,DALLAS,TX,75203,2545.0,(972)925-5960,11,City Large,No,495.0,26.0,19.04,302.0,20.0,-,Regular,Open
481623001352,TX-057905-057905015,4816230,TX-057905,9,12,SEAGOVILLE H S,DALLAS ISD,Dallas County,15920 SEAGOVILLE RD,DALLAS,TX,75253,5705.0,(972)892-5900,11,City Large,No,1827.0,121.44,15.04,1588.0,44.0,-,Regular,Open
481623001357,TX-057905-057905025,4816230,TX-057905,9,12,SKYLINE H S,DALLAS ISD,Dallas County,7777 FORNEY RD,DALLAS,TX,75227,2599.0,(972)502-3400,11,City Large,No,3780.0,248.79,15.19,3156.0,95.0,-,Regular,Open
481305000803,TX-057903-057903002,4813050,TX-057903,9,12,SMITH H S,CARROLLTON-FARMERS BRANCH ISD,Dallas County,2335 N JOSEY LN,CARROLLTON,TX,75006,1615.0,(972)968-5200,21,Suburban Large,No,1937.0,140.99,13.74,1139.0,217.0,-,Regular,Open
482142002162,TX-057910-057910003,4821420,TX-057910,9,12,SOUTH GRAND PRAIRIE H S,GRAND PRAIRIE ISD,Dallas County,301 W WARRIOR TRL,GRAND PRAIRIE,TX,75052,5718.0,(972)343-1500,21,Suburban Large,No,3364.0,204.28,16.47,1711.0,364.0,-,Regular,Open
481623001358,TX-057905-057905016,4816230,TX-057905,9,12,SOUTH OAK CLIFF H S,DALLAS ISD,Dallas County,3601 S MARSALIS AVE,DALLAS,TX,75216,5905.0,(214)932-7000,11,City Large,No,1537.0,104.19,14.75,1452.0,32.0,-,Regular,Open
484188011997,TX-057919-057919001,4841880,TX-057919,9,12,SUNNYVALE H S,SUNNYVALE ISD,Dallas County,222 N COLLINS RD,SUNNYVALE,TX,75182,,(972)203-4600,21,Suburban Large,No,733.0,49.72,14.74,100.0,17.0,-,Regular,Open
481623001367,TX-057905-057905018,4816230,TX-057905,9,12,SUNSET H S,DALLAS ISD,Dallas County,2120 W JEFFERSON BLVD,DALLAS,TX,75208,5599.0,(972)502-1500,11,City Large,No,2147.0,132.33,16.22,1914.0,67.0,-,Regular,Open
481623001289,TX-057905-057905007,4816230,TX-057905,9,12,THOMAS JEFFERSON H S,DALLAS ISD,Dallas County,4001 WALNUT HILL LN,DALLAS,TX,75229,6239.0,(972)502-7300,11,City Large,No,1478.0,103.7,14.25,1419.0,32.0,-,Regular,Open
481623011197,TX-057905-057905088,4816230,TX-057905,9,12,TRINIDAD GARZA EARLY COLLEGE AT MT VIEW,DALLAS ISD,Dallas County,4849 ILLINOIS AVE STE W53A,DALLAS,TX,75211,,(214)860-3680,11,City Large,No,456.0,22.15,20.59,395.0,18.0,-,Regular,Open
481305000806,TX-057903-057903001,4813050,TX-057903,9,12,TURNER H S,CARROLLTON-FARMERS BRANCH ISD,Dallas County,1600 JOSEY LN,CARROLLTON,TX,75006,6045.0,(972)968-5400,21,Suburban Large,No,2010.0,143.9,13.97,1149.0,252.0,-,Regular,Open
480003012139,TX-057803-057803010,4800030,TX-057803,9,12,UPLIFT ATLAS PREPARATORY - H S,UPLIFT EDUCATION,Dallas County,3000 PEGASUS PARK DR STE 1100,DALLAS,TX,75247,,(214)821-7325,11,City Large,Yes,499.0,34.5,14.46,403.0,34.0,-,Regular,Open
480003012221,TX-057803-057803002,4800030,TX-057803,9,12,UPLIFT EDUCATION-NORTH HILLS PREP H S,UPLIFT EDUCATION,Dallas County,3000 PEGASUS PARK DR STE 1100,DALLAS,TX,75247,,(972)501-0645,11,City Large,Yes,513.0,32.7,15.69,119.0,21.0,-,Regular,Open
480003013588,TX-057803-057803016,4800030,TX-057803,9,12,UPLIFT GRAND H S,UPLIFT EDUCATION,Dallas County,3000 PEGASUS PARK DR STE 1100,DALLAS,TX,75247,,(972)854-0600,21,Suburban Large,Yes,362.0,14.72,24.59,266.0,44.0,-,Regular,Open
